demographic_averages,demographic_counts,epno,score_counts,sid
"{'Males': 5.5, 'Females': 4.4, 'Aged 18-29': 5.6, 'Males Aged 18-29': 6.3, 'Females Aged 18-29': 3.0, 'Aged 30-44': 5.3, 'Males Aged 30-44': 5.7, 'Females Aged 30-44': 1.0, 'Aged 45+': 5.7, 'Males Aged 45+': 5.0, 'Females Aged 45+': 9.0, 'Top 1000 voters': 5.4, 'US users': 5.1, 'Non-US users': 6.2, 'IMDb users': 5.5}","{'Males': 22, 'Females': 5, 'Aged 18-29': 6, 'Males Aged 18-29': 3, 'Females Aged 18-29': 2, 'Aged 30-44': 13, 'Males Aged 30-44': 12, 'Females Aged 30-44': 1, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 14, 'US users': 21, 'Non-US users': 4, 'IMDb users': 33}",7,"{'10': 2, '9': 1, '8': 2, '7': 6, '6': 8, '5': 6, '4': 2, '3': 2, '2': 0, '1': 4}",18
"{'Males': 5.1, 'Females': 6.2, 'Aged 18-29': 4.2, 'Males Aged 18-29': 4.0, 'Females Aged 18-29': 5.0, 'Aged 30-44': 4.8, 'Males Aged 30-44': 5.1, 'Females Aged 30-44': 1.0, 'Aged 45+': 5.7, 'Males Aged 45+': 4.7, 'Females Aged 45+': 9.5, 'Top 1000 voters': 5.4, 'US users': 5.3, 'Non-US users': 4.1, 'IMDb users': 5.1}","{'Males': 17, 'Females': 4, 'Aged 18-29': 4, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 9, 'Females Aged 30-44': 1, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 14, 'Non-US users': 5, 'IMDb users': 26}",6,"{'10': 1, '9': 1, '8': 0, '7': 3, '6': 5, '5': 8, '4': 5, '3': 0, '2': 0, '1': 3}",18
"{'Males': 7.4, 'Females': 8.0, 'Aged 18-29': 8.6, 'Males Aged 18-29': 9.5, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.7, 'Males Aged 30-44': 6.7, 'Aged 45+': 6.8, 'Males Aged 45+': 6.3, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.5, 'US users': 7.2, 'Non-US users': 7.1, 'IMDb users': 7.2}","{'Males': 25, 'Females': 3, 'Aged 18-29': 7, 'Males Aged 18-29': 5, 'Females Aged 18-29': 1, 'Aged 30-44': 13, 'Males Aged 30-44': 13, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 19, 'Non-US users': 5, 'IMDb users': 37}",5,"{'10': 8, '9': 2, '8': 4, '7': 10, '6': 6, '5': 4, '4': 0, '3': 3, '2': 0, '1': 0}",18
"{'Males': 7.0, 'Females': 6.2, 'Aged 18-29': 6.9, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 6.5, 'Aged 30-44': 6.8, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 1.0, 'Aged 45+': 6.8, 'Males Aged 45+': 6.1, 'Females Aged 45+': 9.0, 'Top 1000 voters': 7.1, 'US users': 6.8, 'Non-US users': 6.1, 'IMDb users': 6.8}","{'Males': 23, 'Females': 5, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 13, 'Males Aged 30-44': 12, 'Females Aged 30-44': 1, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 16, 'US users': 18, 'Non-US users': 5, 'IMDb users': 35}",4,"{'10': 4, '9': 1, '8': 7, '7': 10, '6': 6, '5': 5, '4': 0, '3': 0, '2': 0, '1': 2}",18
"{'Males': 8.1, 'Females': 7.6, 'Aged 18-29': 8.0, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 8.0, 'Aged 30-44': 7.9, 'Males Aged 30-44': 8.1, 'Females Aged 30-44': 6.4, 'Aged 45+': 8.3, 'Males Aged 45+': 7.9, 'Females Aged 45+': 9.0, 'Top 1000 voters': 7.5, 'US users': 7.6, 'Non-US users': 8.5, 'IMDb users': 7.7}","{'Males': 26, 'Females': 10, 'Aged 18-29': 9, 'Males Aged 18-29': 5, 'Females Aged 18-29': 3, 'Aged 30-44': 21, 'Males Aged 30-44': 16, 'Females Aged 30-44': 5, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 24, 'Non-US users': 7, 'IMDb users': 45}",3,"{'10': 12, '9': 4, '8': 11, '7': 9, '6': 3, '5': 3, '4': 0, '3': 1, '2': 0, '1': 2}",18
"{'Males': 7.0, 'Females': 6.6, 'Aged 18-29': 6.9, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.7, 'Males Aged 30-44': 7.1, 'Females Aged 30-44': 4.0, 'Aged 45+': 7.2, 'Males Aged 45+': 6.4, 'Females Aged 45+': 9.3, 'Top 1000 voters': 6.9, 'US users': 6.7, 'Non-US users': 6.9, 'IMDb users': 6.7}","{'Males': 29, 'Females': 7, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 20, 'Males Aged 30-44': 18, 'Females Aged 30-44': 2, 'Aged 45+': 10, 'Males Aged 45+': 7, 'Females Aged 45+': 3, 'Top 1000 voters': 14, 'US users': 24, 'Non-US users': 9, 'IMDb users': 41}",2,"{'10': 7, '9': 2, '8': 3, '7': 12, '6': 6, '5': 8, '4': 0, '3': 0, '2': 0, '1': 3}",18
"{'Males': 6.8, 'Females': 5.0, 'Aged 18-29': 5.6, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 5.3, 'Aged 30-44': 6.4, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 4.0, 'Aged 45+': 7.1, 'Males Aged 45+': 6.8, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.3, 'US users': 6.4, 'Non-US users': 6.7, 'IMDb users': 6.5}","{'Males': 27, 'Females': 7, 'Aged 18-29': 6, 'Males Aged 18-29': 2, 'Females Aged 18-29': 3, 'Aged 30-44': 17, 'Males Aged 30-44': 15, 'Females Aged 30-44': 2, 'Aged 45+': 12, 'Males Aged 45+': 10, 'Females Aged 45+': 2, 'Top 1000 voters': 20, 'US users': 24, 'Non-US users': 8, 'IMDb users': 40}",1,"{'10': 6, '9': 1, '8': 7, '7': 4, '6': 9, '5': 8, '4': 2, '3': 0, '2': 0, '1': 3}",18
"{'Males': 6.1, 'Females': 6.4, 'Aged 18-29': 5.7, 'Males Aged 18-29': 5.2, 'Females Aged 18-29': 5.5, 'Aged 30-44': 6.7, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 6.5, 'Aged 45+': 5.8, 'Males Aged 45+': 5.1, 'Females Aged 45+': 8.5, 'Top 1000 voters': 6.4, 'US users': 6.0, 'Non-US users': 6.9, 'IMDb users': 6.3}","{'Males': 21, 'Females': 8, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 15, 'Males Aged 30-44': 11, 'Females Aged 30-44': 4, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 19, 'Non-US users': 6, 'IMDb users': 37}",0,"{'10': 6, '9': 0, '8': 3, '7': 10, '6': 5, '5': 9, '4': 0, '3': 0, '2': 1, '1': 3}",18
"{'Males': 6.9, 'Females': 6.8, 'Aged 18-29': 7.0, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 5.3, 'Aged 30-44': 7.2, 'Males Aged 30-44': 7.4, 'Females Aged 30-44': 6.0, 'Aged 45+': 6.2, 'Males Aged 45+': 5.3, 'Females Aged 45+': 8.8, 'Top 1000 voters': 6.2, 'US users': 6.6, 'Non-US users': 8.7, 'IMDb users': 6.7}","{'Males': 17, 'Females': 8, 'Aged 18-29': 6, 'Males Aged 18-29': 3, 'Females Aged 18-29': 3, 'Aged 30-44': 9, 'Males Aged 30-44': 8, 'Females Aged 30-44': 1, 'Aged 45+': 10, 'Males Aged 45+': 6, 'Females Aged 45+': 4, 'Top 1000 voters': 14, 'US users': 20, 'Non-US users': 3, 'IMDb users': 30}",19,"{'10': 6, '9': 1, '8': 2, '7': 9, '6': 3, '5': 5, '4': 2, '3': 0, '2': 0, '1': 2}",17
"{'Males': 7.7, 'Females': 6.9, 'Aged 18-29': 6.7, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 5.5, 'Aged 30-44': 7.7, 'Males Aged 30-44': 7.8, 'Females Aged 30-44': 7.0, 'Aged 45+': 7.8, 'Males Aged 45+': 7.4, 'Females Aged 45+': 8.8, 'Top 1000 voters': 7.3, 'US users': 7.7, 'Non-US users': 7.0, 'IMDb users': 7.3}","{'Males': 27, 'Females': 9, 'Aged 18-29': 8, 'Males Aged 18-29': 6, 'Females Aged 18-29': 2, 'Aged 30-44': 14, 'Males Aged 30-44': 12, 'Females Aged 30-44': 1, 'Aged 45+': 14, 'Males Aged 45+': 9, 'Females Aged 45+': 5, 'Top 1000 voters': 14, 'US users': 22, 'Non-US users': 10, 'IMDb users': 40}",18,"{'10': 7, '9': 6, '8': 6, '7': 10, '6': 4, '5': 5, '4': 0, '3': 0, '2': 1, '1': 1}",17
"{'Males': 7.5, 'Females': 7.3, 'Aged 18-29': 7.1, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 6.3, 'Aged 30-44': 7.5, 'Males Aged 30-44': 7.4, 'Females Aged 30-44': 6.0, 'Aged 45+': 7.5, 'Males Aged 45+': 7.2, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.1, 'US users': 7.6, 'Non-US users': 6.8, 'IMDb users': 7.2}","{'Males': 41, 'Females': 7, 'Aged 18-29': 14, 'Males Aged 18-29': 10, 'Females Aged 18-29': 3, 'Aged 30-44': 16, 'Males Aged 30-44': 14, 'Females Aged 30-44': 1, 'Aged 45+': 19, 'Males Aged 45+': 16, 'Females Aged 45+': 3, 'Top 1000 voters': 16, 'US users': 32, 'Non-US users': 12, 'IMDb users': 56}",17,"{'10': 12, '9': 9, '8': 6, '7': 10, '6': 6, '5': 6, '4': 4, '3': 0, '2': 0, '1': 3}",17
"{'Males': 7.9, 'Females': 8.2, 'Aged 18-29': 7.7, 'Males Aged 18-29': 7.8, 'Females Aged 18-29': 8.3, 'Aged 30-44': 7.9, 'Males Aged 30-44': 8.0, 'Females Aged 30-44': 7.0, 'Aged 45+': 8.1, 'Males Aged 45+': 7.9, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.1, 'US users': 8.1, 'Non-US users': 7.5, 'IMDb users': 7.9}","{'Males': 26, 'Females': 7, 'Aged 18-29': 8, 'Males Aged 18-29': 4, 'Females Aged 18-29': 3, 'Aged 30-44': 13, 'Males Aged 30-44': 12, 'Females Aged 30-44': 1, 'Aged 45+': 13, 'Males Aged 45+': 10, 'Females Aged 45+': 3, 'Top 1000 voters': 15, 'US users': 23, 'Non-US users': 8, 'IMDb users': 41}",16,"{'10': 13, '9': 4, '8': 6, '7': 11, '6': 0, '5': 4, '4': 3, '3': 0, '2': 0, '1': 0}",17
"{'Males': 6.2, 'Females': 7.2, 'Aged 18-29': 6.0, 'Males Aged 18-29': 6.3, 'Females Aged 18-29': 5.0, 'Aged 30-44': 6.3, 'Males Aged 30-44': 6.3, 'Females Aged 30-44': 6.0, 'Aged 45+': 6.4, 'Males Aged 45+': 5.6, 'Females Aged 45+': 9.3, 'Top 1000 voters': 6.1, 'US users': 6.4, 'Non-US users': 6.3, 'IMDb users': 6.3}","{'Males': 17, 'Females': 5, 'Aged 18-29': 4, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 8, 'Males Aged 30-44': 7, 'Females Aged 30-44': 1, 'Aged 45+': 10, 'Males Aged 45+': 7, 'Females Aged 45+': 3, 'Top 1000 voters': 12, 'US users': 17, 'Non-US users': 3, 'IMDb users': 27}",15,"{'10': 2, '9': 0, '8': 4, '7': 8, '6': 4, '5': 5, '4': 3, '3': 0, '2': 0, '1': 1}",17
"{'Males': 8.0, 'Females': 8.5, 'Aged 18-29': 7.7, 'Males Aged 18-29': 7.8, 'Females Aged 18-29': 7.5, 'Aged 30-44': 7.9, 'Males Aged 30-44': 7.9, 'Aged 45+': 8.6, 'Males Aged 45+': 8.2, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.6, 'US users': 8.1, 'Non-US users': 6.5, 'IMDb users': 7.7}","{'Males': 22, 'Females': 5, 'Aged 18-29': 7, 'Males Aged 18-29': 5, 'Females Aged 18-29': 2, 'Aged 30-44': 12, 'Males Aged 30-44': 12, 'Aged 45+': 8, 'Males Aged 45+': 5, 'Females Aged 45+': 3, 'Top 1000 voters': 13, 'US users': 20, 'Non-US users': 5, 'IMDb users': 32}",14,"{'10': 8, '9': 4, '8': 5, '7': 8, '6': 3, '5': 3, '4': 0, '3': 0, '2': 0, '1': 1}",17
"{'Males': 7.4, 'Females': 7.6, 'Aged 18-29': 7.0, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 6.1, 'Aged 30-44': 8.1, 'Males Aged 30-44': 7.9, 'Females Aged 30-44': 9.8, 'Aged 45+': 7.6, 'Males Aged 45+': 6.3, 'Females Aged 45+': 9.4, 'Top 1000 voters': 7.3, 'US users': 7.7, 'Non-US users': 6.9, 'IMDb users': 7.8}","{'Males': 28, 'Females': 20, 'Aged 18-29': 16, 'Males Aged 18-29': 7, 'Females Aged 18-29': 8, 'Aged 30-44': 17, 'Males Aged 30-44': 13, 'Females Aged 30-44': 4, 'Aged 45+': 15, 'Males Aged 45+': 8, 'Females Aged 45+': 7, 'Top 1000 voters': 16, 'US users': 33, 'Non-US users': 11, 'IMDb users': 56}",13,"{'10': 24, '9': 6, '8': 7, '7': 4, '6': 6, '5': 3, '4': 0, '3': 0, '2': 1, '1': 5}",17
"{'Males': 8.0, 'Females': 6.4, 'Aged 18-29': 6.2, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 5.2, 'Aged 30-44': 8.3, 'Males Aged 30-44': 8.3, 'Females Aged 30-44': 10.0, 'Aged 45+': 8.2, 'Males Aged 45+': 7.8, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.1, 'US users': 7.8, 'Non-US users': 8.4, 'IMDb users': 7.8}","{'Males': 19, 'Females': 9, 'Aged 18-29': 7, 'Males Aged 18-29': 3, 'Females Aged 18-29': 4, 'Aged 30-44': 12, 'Males Aged 30-44': 11, 'Females Aged 30-44': 1, 'Aged 45+': 8, 'Males Aged 45+': 5, 'Females Aged 45+': 3, 'Top 1000 voters': 15, 'US users': 21, 'Non-US users': 5, 'IMDb users': 34}",12,"{'10': 11, '9': 3, '8': 7, '7': 4, '6': 3, '5': 5, '4': 0, '3': 0, '2': 0, '1': 1}",17
"{'Males': 7.5, 'Females': 8.5, 'Aged 18-29': 6.8, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 6.0, 'Aged 30-44': 8.0, 'Males Aged 30-44': 8.0, 'Aged 45+': 7.6, 'Males Aged 45+': 6.9, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.6, 'US users': 7.4, 'Non-US users': 8.3, 'IMDb users': 7.6}","{'Males': 16, 'Females': 4, 'Aged 18-29': 4, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 8, 'Males Aged 30-44': 8, 'Aged 45+': 8, 'Males Aged 45+': 5, 'Females Aged 45+': 3, 'Top 1000 voters': 12, 'US users': 15, 'Non-US users': 3, 'IMDb users': 25}",11,"{'10': 6, '9': 1, '8': 4, '7': 8, '6': 2, '5': 4, '4': 0, '3': 0, '2': 0, '1': 0}",17
"{'Males': 7.1, 'Females': 7.4, 'Aged 18-29': 6.4, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 6.0, 'Aged 30-44': 7.4, 'Males Aged 30-44': 7.4, 'Aged 45+': 6.8, 'Males Aged 45+': 6.2, 'Females Aged 45+': 8.5, 'Top 1000 voters': 6.9, 'US users': 7.4, 'Non-US users': 6.0, 'IMDb users': 6.7}","{'Males': 22, 'Females': 6, 'Aged 18-29': 8, 'Males Aged 18-29': 5, 'Females Aged 18-29': 2, 'Aged 30-44': 11, 'Males Aged 30-44': 11, 'Aged 45+': 10, 'Males Aged 45+': 6, 'Females Aged 45+': 4, 'Top 1000 voters': 12, 'US users': 18, 'Non-US users': 6, 'IMDb users': 34}",10,"{'10': 3, '9': 1, '8': 8, '7': 10, '6': 4, '5': 5, '4': 0, '3': 1, '2': 1, '1': 1}",17
"{'Males': 7.8, 'Females': 8.2, 'Aged 18-29': 8.1, 'Males Aged 18-29': 8.2, 'Females Aged 18-29': 7.7, 'Aged 30-44': 7.2, 'Males Aged 30-44': 7.2, 'Females Aged 30-44': 8.5, 'Aged 45+': 8.5, 'Males Aged 45+': 8.2, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.6, 'US users': 7.9, 'Non-US users': 7.9, 'IMDb users': 7.6}","{'Males': 24, 'Females': 8, 'Aged 18-29': 10, 'Males Aged 18-29': 7, 'Females Aged 18-29': 3, 'Aged 30-44': 13, 'Males Aged 30-44': 11, 'Females Aged 30-44': 2, 'Aged 45+': 9, 'Males Aged 45+': 6, 'Females Aged 45+': 3, 'Top 1000 voters': 14, 'US users': 20, 'Non-US users': 8, 'IMDb users': 37}",9,"{'10': 10, '9': 3, '8': 7, '7': 10, '6': 2, '5': 3, '4': 0, '3': 0, '2': 0, '1': 2}",17
"{'Males': 8.7, 'Females': 7.4, 'Aged 18-29': 8.1, 'Males Aged 18-29': 8.9, 'Females Aged 18-29': 5.8, 'Aged 30-44': 8.4, 'Males Aged 30-44': 8.4, 'Females Aged 30-44': 8.5, 'Aged 45+': 8.9, 'Males Aged 45+': 8.6, 'Females Aged 45+': 9.5, 'Top 1000 voters': 7.6, 'US users': 8.5, 'Non-US users': 8.0, 'IMDb users': 8.0}","{'Males': 26, 'Females': 12, 'Aged 18-29': 14, 'Males Aged 18-29': 8, 'Females Aged 18-29': 5, 'Aged 30-44': 12, 'Males Aged 30-44': 10, 'Females Aged 30-44': 2, 'Aged 45+': 12, 'Males Aged 45+': 8, 'Females Aged 45+': 4, 'Top 1000 voters': 16, 'US users': 25, 'Non-US users': 7, 'IMDb users': 46}",8,"{'10': 16, '9': 7, '8': 11, '7': 3, '6': 1, '5': 5, '4': 0, '3': 0, '2': 0, '1': 3}",17
"{'Males': 4.9, 'Females': 7.3, 'Aged 18-29': 5.3, 'Males Aged 18-29': 6.2, 'Females Aged 18-29': 6.0, 'Aged 30-44': 4.8, 'Males Aged 30-44': 4.7, 'Females Aged 30-44': 4.0, 'Aged 45+': 5.2, 'Males Aged 45+': 4.0, 'Females Aged 45+': 9.0, 'Top 1000 voters': 5.7, 'US users': 5.5, 'Non-US users': 4.4, 'IMDb users': 5.0}","{'Males': 18, 'Females': 6, 'Aged 18-29': 7, 'Males Aged 18-29': 5, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 8, 'Females Aged 30-44': 2, 'Aged 45+': 8, 'Males Aged 45+': 5, 'Females Aged 45+': 3, 'Top 1000 voters': 12, 'US users': 15, 'Non-US users': 7, 'IMDb users': 29}",7,"{'10': 2, '9': 0, '8': 0, '7': 5, '6': 6, '5': 5, '4': 4, '3': 2, '2': 1, '1': 4}",17
"{'Males': 7.3, 'Females': 6.1, 'Aged 18-29': 6.7, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 2.7, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.5, 'Females Aged 30-44': 8.0, 'Aged 45+': 7.5, 'Males Aged 45+': 6.9, 'Females Aged 45+': 9.7, 'Top 1000 voters': 7.3, 'US users': 7.3, 'Non-US users': 6.9, 'IMDb users': 7.4}","{'Males': 26, 'Females': 8, 'Aged 18-29': 13, 'Males Aged 18-29': 9, 'Females Aged 18-29': 3, 'Aged 30-44': 11, 'Males Aged 30-44': 9, 'Females Aged 30-44': 2, 'Aged 45+': 11, 'Males Aged 45+': 8, 'Females Aged 45+': 3, 'Top 1000 voters': 15, 'US users': 19, 'Non-US users': 8, 'IMDb users': 44}",6,"{'10': 10, '9': 5, '8': 5, '7': 10, '6': 8, '5': 4, '4': 0, '3': 0, '2': 0, '1': 2}",17
"{'Males': 8.4, 'Females': 7.1, 'Aged 18-29': 7.5, 'Males Aged 18-29': 7.9, 'Females Aged 18-29': 5.3, 'Aged 30-44': 8.8, 'Males Aged 30-44': 8.6, 'Females Aged 30-44': 10.0, 'Aged 45+': 8.2, 'Males Aged 45+': 7.9, 'Females Aged 45+': 9.0, 'Top 1000 voters': 7.3, 'US users': 7.9, 'Non-US users': 8.2, 'IMDb users': 7.9}","{'Males': 30, 'Females': 11, 'Aged 18-29': 11, 'Males Aged 18-29': 7, 'Females Aged 18-29': 3, 'Aged 30-44': 16, 'Males Aged 30-44': 13, 'Females Aged 30-44': 3, 'Aged 45+': 13, 'Males Aged 45+': 9, 'Females Aged 45+': 4, 'Top 1000 voters': 18, 'US users': 25, 'Non-US users': 9, 'IMDb users': 52}",5,"{'10': 20, '9': 4, '8': 9, '7': 8, '6': 2, '5': 5, '4': 2, '3': 0, '2': 0, '1': 2}",17
"{'Males': 7.6, 'Females': 8.5, 'Aged 18-29': 7.3, 'Males Aged 18-29': 7.4, 'Females Aged 18-29': 7.5, 'Aged 30-44': 7.8, 'Males Aged 30-44': 7.8, 'Aged 45+': 7.9, 'Males Aged 45+': 7.3, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.3, 'US users': 7.8, 'Non-US users': 8.0, 'IMDb users': 7.7}","{'Males': 24, 'Females': 5, 'Aged 18-29': 10, 'Males Aged 18-29': 7, 'Females Aged 18-29': 2, 'Aged 30-44': 12, 'Males Aged 30-44': 12, 'Aged 45+': 8, 'Males Aged 45+': 5, 'Females Aged 45+': 3, 'Top 1000 voters': 12, 'US users': 18, 'Non-US users': 7, 'IMDb users': 35}",4,"{'10': 9, '9': 3, '8': 4, '7': 12, '6': 3, '5': 3, '4': 0, '3': 1, '2': 0, '1': 0}",17
"{'Males': 7.7, 'Females': 8.3, 'Aged 18-29': 7.4, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 7.8, 'Aged 30-44': 7.7, 'Males Aged 30-44': 7.7, 'Females Aged 30-44': 8.5, 'Aged 45+': 8.4, 'Males Aged 45+': 8.2, 'Females Aged 45+': 9.0, 'Top 1000 voters': 7.5, 'US users': 8.2, 'Non-US users': 7.4, 'IMDb users': 7.8}","{'Males': 22, 'Females': 9, 'Aged 18-29': 9, 'Males Aged 18-29': 4, 'Females Aged 18-29': 4, 'Aged 30-44': 13, 'Males Aged 30-44': 11, 'Females Aged 30-44': 2, 'Aged 45+': 10, 'Males Aged 45+': 7, 'Females Aged 45+': 3, 'Top 1000 voters': 15, 'US users': 21, 'Non-US users': 6, 'IMDb users': 37}",3,"{'10': 5, '9': 8, '8': 7, '7': 11, '6': 4, '5': 2, '4': 0, '3': 0, '2': 0, '1': 0}",17
"{'Males': 6.8, 'Females': 8.5, 'Aged 18-29': 7.2, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.9, 'Males Aged 30-44': 6.9, 'Aged 45+': 6.3, 'Males Aged 45+': 5.4, 'Females Aged 45+': 9.3, 'Top 1000 voters': 6.7, 'US users': 6.8, 'Non-US users': 7.0, 'IMDb users': 6.9}","{'Males': 20, 'Females': 4, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 10, 'Aged 45+': 9, 'Males Aged 45+': 6, 'Females Aged 45+': 3, 'Top 1000 voters': 11, 'US users': 18, 'Non-US users': 2, 'IMDb users': 29}",2,"{'10': 4, '9': 1, '8': 6, '7': 7, '6': 5, '5': 3, '4': 2, '3': 0, '2': 0, '1': 1}",17
"{'Males': 7.4, 'Females': 8.2, 'Aged 18-29': 7.7, 'Males Aged 18-29': 8.2, 'Females Aged 18-29': 5.0, 'Aged 30-44': 7.1, 'Males Aged 30-44': 7.1, 'Aged 45+': 7.6, 'Males Aged 45+': 7.0, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.3, 'US users': 7.3, 'Non-US users': 7.2, 'IMDb users': 7.4}","{'Males': 25, 'Females': 4, 'Aged 18-29': 9, 'Males Aged 18-29': 7, 'Females Aged 18-29': 1, 'Aged 30-44': 12, 'Males Aged 30-44': 12, 'Aged 45+': 9, 'Males Aged 45+': 6, 'Females Aged 45+': 3, 'Top 1000 voters': 14, 'US users': 17, 'Non-US users': 7, 'IMDb users': 34}",1,"{'10': 6, '9': 4, '8': 5, '7': 10, '6': 3, '5': 4, '4': 2, '3': 0, '2': 0, '1': 0}",17
"{'Males': 7.0, 'Females': 8.7, 'Aged 18-29': 7.5, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 8.0, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.2, 'Females Aged 30-44': 8.0, 'Aged 45+': 6.8, 'Males Aged 45+': 5.9, 'Females Aged 45+': 9.5, 'Top 1000 voters': 7.0, 'US users': 7.3, 'Non-US users': 6.6, 'IMDb users': 7.2}","{'Males': 39, 'Females': 9, 'Aged 18-29': 14, 'Males Aged 18-29': 10, 'Females Aged 18-29': 3, 'Aged 30-44': 21, 'Males Aged 30-44': 19, 'Females Aged 30-44': 2, 'Aged 45+': 14, 'Males Aged 45+': 10, 'Females Aged 45+': 4, 'Top 1000 voters': 19, 'US users': 30, 'Non-US users': 11, 'IMDb users': 59}",0,"{'10': 13, '9': 3, '8': 9, '7': 12, '6': 11, '5': 6, '4': 2, '3': 1, '2': 0, '1': 2}",17
"{'Males': 6.2, 'Females': 5.5, 'Aged 18-29': 7.1, 'Males Aged 18-29': 7.8, 'Females Aged 18-29': 5.5, 'Aged 30-44': 6.1, 'Males Aged 30-44': 6.7, 'Females Aged 30-44': 4.2, 'Aged 45+': 5.3, 'Males Aged 45+': 4.5, 'Females Aged 45+': 9.0, 'Top 1000 voters': 5.7, 'US users': 5.9, 'Non-US users': 6.7, 'IMDb users': 5.9}","{'Males': 21, 'Females': 8, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 14, 'Males Aged 30-44': 10, 'Females Aged 30-44': 4, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 14, 'US users': 24, 'Non-US users': 3, 'IMDb users': 35}",19,"{'10': 2, '9': 1, '8': 5, '7': 7, '6': 7, '5': 7, '4': 1, '3': 2, '2': 0, '1': 3}",16
"{'Males': 6.1, 'Females': 5.6, 'Aged 18-29': 6.8, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 5.0, 'Aged 30-44': 5.8, 'Males Aged 30-44': 6.5, 'Females Aged 30-44': 4.0, 'Aged 45+': 5.8, 'Males Aged 45+': 5.1, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.1, 'US users': 6.4, 'Non-US users': 5.0, 'IMDb users': 6.0}","{'Males': 18, 'Females': 6, 'Aged 18-29': 4, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 7, 'Females Aged 30-44': 3, 'Aged 45+': 10, 'Males Aged 45+': 8, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 18, 'Non-US users': 4, 'IMDb users': 28}",18,"{'10': 3, '9': 1, '8': 2, '7': 8, '6': 3, '5': 5, '4': 2, '3': 0, '2': 1, '1': 3}",16
